Year,Fruit_Number,Fruit_ID,Site_Code,Orchard_Block,Alleyway_Treatment,Section ,Tree_code,Distance,Fresh_mass,Height,Width,Length,Firmness,Dry_Matter
Year_1,9,1470,Site_4,Orchard_Block_7,SWS,2,3,23.8,15.42,31.1,32.6,27,55,2.05
Year_1,10,1471,Site_4,Orchard_Block_7,SWS,2,3,23.8,15.69,31.6,31.1,27.8,76,2.13
Year_1,1,1472,Site_4,Orchard_Block_7,SWS,2,4,33.3,13.96,30,31.4,26.9,46,2.88
Year_1,2,1473,Site_4,Orchard_Block_7,SWS,2,4,33.3,15.56,31.8,32,27.6,55,2.61
Year_1,3,1474,Site_4,Orchard_Block_7,SWS,2,4,33.3,17.17,32.7,32.6,28.5,75,1.97
Year_1,4,1475,Site_4,Orchard_Block_7,SWS,2,4,33.3,16,32.7,32.1,27.5,64,2.27
Year_1,5,1476,Site_4,Orchard_Block_7,SWS,2,4,33.3,13.74,30.8,30.2,26.3,78,1.95
Year_1,6,1477,Site_4,Orchard_Block_7,SWS,2,4,33.3,14.82,30.5,30.2,27.1,58,2.89
Year_1,7,1478,Site_4,Orchard_Block_7,SWS,2,4,33.3,15.7,30.9,31.5,27.7,72,1.65
Year_1,8,1479,Site_4,Orchard_Block_7,SWS,2,4,33.3,14.05,29.9,31.3,27.8,64,1.93
Year_1,9,1480,Site_4,Orchard_Block_7,SWS,2,4,33.3,15.49,31.3,31.1,27.3,73,2.43
Year_1,10,1481,Site_4,Orchard_Block_7,SWS,2,4,33.3,15.93,31.4,32.9,28.9,69,3.31
Year_1,1,1482,Site_4,Orchard_Block_7,SWS,3,5,42.8,13.45,29.9,31.4,24.1,67,1.78
Year_1,2,1483,Site_4,Orchard_Block_7,SWS,3,5,42.8,13.08,30,30.8,25.3,70,1.14
Year_1,3,1484,Site_4,Orchard_Block_7,SWS,3,5,42.8,14.09,30,30.6,26.3,72,1.92
Year_1,4,1485,Site_4,Orchard_Block_7,SWS,3,5,42.8,12.73,30.3,30.6,25.7,74,2.29
Year_1,5,1486,Site_4,Orchard_Block_7,SWS,3,5,42.8,15.2,31.1,31.2,27.7,66,2.19
Year_1,6,1487,Site_4,Orchard_Block_7,SWS,3,5,42.8,14.53,30.7,30.5,26.3,48,2.39
Year_1,7,1488,Site_4,Orchard_Block_7,SWS,3,5,42.8,13.79,30.2,31.5,27.4,62,2.21
Year_1,8,1489,Site_4,Orchard_Block_7,SWS,3,5,42.8,15.7,30.6,32.1,27.1,71,2.36
Year_1,9,1490,Site_4,Orchard_Block_7,SWS,3,5,42.8,15.4,29.3,30.7,27.3,60,2.68
Year_1,10,1491,Site_4,Orchard_Block_7,SWS,3,5,42.8,15.41,30.5,31.6,27.6,60,2.12
Year_1,1,1492,Site_4,Orchard_Block_7,SWS,3,6,52.3,10.21,28.5,27.1,23.7,75,1.25
Year_1,2,1493,Site_4,Orchard_Block_7,SWS,3,6,52.3,11.92,29.3,28.8,25.9,77,1.46
Year_1,3,1494,Site_4,Orchard_Block_7,SWS,3,6,52.3,14.56,30.9,31.4,27.2,50,1.98
Year_1,4,1495,Site_4,Orchard_Block_7,SWS,3,6,52.3,13.33,29.7,30,26,45,0.72
Year_1,5,1496,Site_4,Orchard_Block_7,SWS,3,6,52.3,13.44,30,30.2,26.5,70,1.13
Year_1,6,1497,Site_4,Orchard_Block_7,SWS,3,6,52.3,14.63,30.3,32.5,26.6,50,0.81
Year_1,7,1498,Site_4,Orchard_Block_7,SWS,3,6,52.3,12.25,29.5,30.8,25.9,73,1.84
Year_1,8,1499,Site_4,Orchard_Block_7,SWS,3,6,52.3,13.11,29.8,30.5,26.1,71,1.77
Year_1,9,1500,Site_4,Orchard_Block_7,SWS,3,6,52.3,7.54,26,24.9,20.8,76,1.53
Year_1,10,1501,Site_4,Orchard_Block_7,SWS,3,6,52.3,12.5,29.5,29.8,25.2,72,1.24
Year_1,1,1502,Site_4,Orchard_Block_7,SWS,4,7,61.8,11.49,29.7,28.9,26.9,79,0.93
Year_1,2,1503,Site_4,Orchard_Block_7,SWS,4,7,61.8,12.95,29.7,30.9,26.1,77,1.16
Year_1,3,1504,Site_4,Orchard_Block_7,SWS,4,7,61.8,12.82,30.2,30.7,27,55,2.45
Year_1,4,1505,Site_4,Orchard_Block_7,SWS,4,7,61.8,13.76,30,30.5,28.6,73,1.83
Year_1,5,1506,Site_4,Orchard_Block_7,SWS,4,7,61.8,13.26,30.3,29.6,27.3,88,2.11
Year_1,6,1507,Site_4,Orchard_Block_7,SWS,4,7,61.8,14.06,30,32.1,27.3,81,1.32
Year_1,7,1508,Site_4,Orchard_Block_7,SWS,4,7,61.8,14.01,31.8,30.5,27.3,80,1.79
Year_1,8,1509,Site_4,Orchard_Block_7,SWS,4,7,61.8,13.45,30.1,30.9,26.3,78,1.13
Year_1,1,1511,Site_4,Orchard_Block_7,SWS,4,8,71.3,17.78,31.3,33.7,28.1,64,3.61
Year_1,2,1512,Site_4,Orchard_Block_7,SWS,4,8,71.3,16.5,31.3,32.5,28.6,67,2.78
Year_1,3,1513,Site_4,Orchard_Block_7,SWS,4,8,71.3,15.83,32.2,32.3,26.4,69,2.8
Year_1,4,1514,Site_4,Orchard_Block_7,SWS,4,8,71.3,16.28,32.4,31.7,27.4,65,2.68
Year_1,5,1515,Site_4,Orchard_Block_7,SWS,4,8,71.3,18.49,32.4,33.4,30.9,56,3.44
Year_1,6,1516,Site_4,Orchard_Block_7,SWS,4,8,71.3,13.31,30.7,30.6,24,50,2.99
Year_1,7,1517,Site_4,Orchard_Block_7,SWS,4,8,71.3,18.39,33.9,33.7,29.7,75,2.88
Year_1,8,1518,Site_4,Orchard_Block_7,SWS,4,8,71.3,17.18,32.1,33.6,28.3,52,2.39
Year_1,1,1519,Site_4,Orchard_Block_8,CS,1,1,4.8,13.52,28.5,30.3,27.5,70,2.11
Year_1,2,1520,Site_4,Orchard_Block_8,CS,1,1,4.8,13.19,30.3,30.9,26.9,53,1.93
Year_1,3,1521,Site_4,Orchard_Block_8,CS,1,1,4.8,13.23,29.5,30.8,27.1,66,2.04
Year_1,4,1522,Site_4,Orchard_Block_8,CS,1,1,4.8,16.71,31.9,33,28.2,48,2.34
Year_1,5,1523,Site_4,Orchard_Block_8,CS,1,1,4.8,13.32,29,30.5,25.8,67,1.35
Year_1,6,1524,Site_4,Orchard_Block_8,CS,1,1,4.8,14.49,31.7,30.8,28.7,62,2.67
Year_1,7,1525,Site_4,Orchard_Block_8,CS,1,1,4.8,15.53,31.5,32.3,28.8,69,2.27
Year_1,8,1526,Site_4,Orchard_Block_8,CS,1,1,4.8,15.28,31.2,32.8,28.7,67,1.43
Year_1,9,1527,Site_4,Orchard_Block_8,CS,1,1,4.8,14.61,29.9,32.8,28.4,54,1.55
Year_1,10,1528,Site_4,Orchard_Block_8,CS,1,1,4.8,13.03,28,29.9,26,47,1.87
Year_1,1,1529,Site_4,Orchard_Block_8,CS,1,2,14.3,11.49,29.4,29.6,26.6,61,1.25
Year_1,2,1530,Site_4,Orchard_Block_8,CS,1,2,14.3,12.17,30.2,30.2,26.3,60,0.62
Year_1,3,1531,Site_4,Orchard_Block_8,CS,1,2,14.3,10.41,29.9,28.2,24.8,59,0.75
Year_1,4,1532,Site_4,Orchard_Block_8,CS,1,2,14.3,11.56,29.8,28.4,25.9,55,1.51
Year_1,5,1533,Site_4,Orchard_Block_8,CS,1,2,14.3,13.89,30.5,30.6,26.1,59,1.52
Year_1,6,1534,Site_4,Orchard_Block_8,CS,1,2,14.3,11.41,29.2,29.4,26.5,75,0.78
Year_1,7,1535,Site_4,Orchard_Block_8,CS,1,2,14.3,11.32,28.5,29,25,83,1.63
Year_1,8,1536,Site_4,Orchard_Block_8,CS,1,2,14.3,11.84,29.6,29.9,26.1,70,0.67
Year_1,9,1537,Site_4,Orchard_Block_8,CS,1,2,14.3,17.93,29.8,29.9,26.6,64,1.68
Year_1,10,1538,Site_4,Orchard_Block_8,CS,1,2,14.3,12.28,30.9,29.1,26.7,70,0.87
Year_1,1,1539,Site_4,Orchard_Block_8,CS,2,3,23.8,12.07,28.4,29.5,27.2,76,1.52
Year_1,2,1540,Site_4,Orchard_Block_8,CS,2,3,23.8,12.46,30.7,30.3,26.8,65,1.02
Year_1,3,1541,Site_4,Orchard_Block_8,CS,2,3,23.8,12.14,29.9,29.6,26.4,85,1.34
Year_1,4,1542,Site_4,Orchard_Block_8,CS,2,3,23.8,11.96,28.2,30.5,26.7,63,0.99
Year_1,5,1543,Site_4,Orchard_Block_8,CS,2,3,23.8,10.23,27.1,28.6,24.3,77,0.88
Year_1,6,1544,Site_4,Orchard_Block_8,CS,2,3,23.8,11.59,30.5,30.8,25.6,55,1.09
Year_1,7,1545,Site_4,Orchard_Block_8,CS,2,3,23.8,12.7,30.8,30.6,27.2,69,1.18
Year_1,8,1546,Site_4,Orchard_Block_8,CS,2,3,23.8,11.9,29.4,29.8,28,82,1.51
Year_1,9,1547,Site_4,Orchard_Block_8,CS,2,3,23.8,10.16,29.8,28.4,24.4,70,1.09
Year_1,10,1548,Site_4,Orchard_Block_8,CS,2,3,23.8,11.65,29.2,29.2,25.3,72,1
Year_1,1,1549,Site_4,Orchard_Block_8,CS,2,4,33.3,11.58,29.1,28.1,26.6,66,1.39
Year_1,2,1550,Site_4,Orchard_Block_8,CS,2,4,33.3,12.2,29.9,30.5,26.1,73,1.28
Year_1,3,1551,Site_4,Orchard_Block_8,CS,2,4,33.3,10.84,26.3,28.2,25.8,87,1.29
Year_1,4,1552,Site_4,Orchard_Block_8,CS,2,4,33.3,11.95,29.4,30.5,26.1,72,0.95
Year_1,5,1553,Site_4,Orchard_Block_8,CS,2,4,33.3,12.15,28.6,30.7,27.8,68,0.78
Year_1,6,1554,Site_4,Orchard_Block_8,CS,2,4,33.3,10.92,29,27,25.3,81,0.22
Year_1,7,1555,Site_4,Orchard_Block_8,CS,2,4,33.3,13.36,30.3,30.7,27.9,81,1.46
Year_1,8,1556,Site_4,Orchard_Block_8,CS,2,4,33.3,12.17,28.4,29.9,26.8,82,0.96
Year_1,9,1557,Site_4,Orchard_Block_8,CS,2,4,33.3,10.78,29.4,29.1,25.6,87,1.24
Year_1,10,1558,Site_4,Orchard_Block_8,CS,2,4,33.3,12.81,30.9,29.2,27.3,87,1.61
Year_1,1,1559,Site_4,Orchard_Block_8,CS,3,5,42.8,15.64,31.2,32.8,28.4,61,1.82
Year_1,2,1560,Site_4,Orchard_Block_8,CS,3,5,42.8,14.69,30.4,30.3,27.1,83,1.53
Year_1,3,1561,Site_4,Orchard_Block_8,CS,3,5,42.8,13.43,29.4,29.9,26.8,55,1.75
Year_1,4,1562,Site_4,Orchard_Block_8,CS,3,5,42.8,12.1,29,30.2,26,79,1.38
Year_1,5,1563,Site_4,Orchard_Block_8,CS,3,5,42.8,14.79,30.4,31.9,27,89,1.92
Year_1,6,1564,Site_4,Orchard_Block_8,CS,3,5,42.8,11.2,28.3,29.6,25.1,85,0.74
Year_1,7,1565,Site_4,Orchard_Block_8,CS,3,5,42.8,14.13,31.6,31,27.5,68,1.16
Year_1,8,1566,Site_4,Orchard_Block_8,CS,3,5,42.8,9.08,28.4,29.4,22.3,77,1.34
Year_1,1,1567,Site_4,Orchard_Block_8,CS,3,6,52.3,14.9,30.6,31.8,28.5,66,1.68
Year_1,2,1568,Site_4,Orchard_Block_8,CS,3,6,52.3,13.33,29.1,30.9,27,73,1.12
Year_1,3,1569,Site_4,Orchard_Block_8,CS,3,6,52.3,13.94,30.9,30.6,26.1,80,1.11
Year_1,4,1570,Site_4,Orchard_Block_8,CS,3,6,52.3,13.33,30.1,31.2,27.3,86,1.52
Year_1,5,1571,Site_4,Orchard_Block_8,CS,3,6,52.3,13.88,30.7,30.3,27.4,58,1.78
Year_1,6,1572,Site_4,Orchard_Block_8,CS,3,6,52.3,14.87,30,31,27,63,1.64
Year_1,7,1573,Site_4,Orchard_Block_8,CS,3,6,52.3,12.52,29.8,30.8,26.8,84,1.13
Year_1,8,1574,Site_4,Orchard_Block_8,CS,3,6,52.3,13.86,30.4,31.6,29.1,56,1.13
Year_1,1,1575,Site_4,Orchard_Block_8,CS,4,7,61.8,14.14,30.3,31.8,27.2,85,1.47
Year_1,2,1576,Site_4,Orchard_Block_8,CS,4,7,61.8,13.26,30.1,30.9,25.7,82,1.22
Year_1,3,1577,Site_4,Orchard_Block_8,CS,4,7,61.8,11.99,27.7,30.1,25.1,84,1.52
Year_1,4,1578,Site_4,Orchard_Block_8,CS,4,7,61.8,17.35,32.9,33.2,28.8,52,1.86
Year_1,5,1579,Site_4,Orchard_Block_8,CS,4,7,61.8,15.23,30.9,30.9,28.2,77,2
Year_1,6,1580,Site_4,Orchard_Block_8,CS,4,7,61.8,15.03,30.3,32.2,26.8,76,1.22
Year_1,7,1581,Site_4,Orchard_Block_8,CS,4,7,61.8,15.32,31.2,32.4,26.7,73,1.8
Year_1,8,1582,Site_4,Orchard_Block_8,CS,4,7,61.8,15.01,29.9,32.3,26.8,74,2.27
Year_1,9,1583,Site_4,Orchard_Block_8,CS,4,7,61.8,11.98,28.1,28.8,25.1,73,1.98
Year_1,10,1584,Site_4,Orchard_Block_8,CS,4,7,61.8,10.79,28.6,29.1,25.3,82,2.12
Year_1,1,1585,Site_4,Orchard_Block_8,CS,4,8,71.3,14.18,30.4,30.2,27.2,75,1.87
Year_1,2,1586,Site_4,Orchard_Block_8,CS,4,8,71.3,13.01,29.2,29.8,25.8,87,2.12
Year_1,3,1587,Site_4,Orchard_Block_8,CS,4,8,71.3,14.46,30.8,30.9,28.3,82,1.7
Year_1,4,1588,Site_4,Orchard_Block_8,CS,4,8,71.3,15.34,31.5,31.8,27.8,71,2.32
Year_1,5,1589,Site_4,Orchard_Block_8,CS,4,8,71.3,14.61,30.6,31.3,27.4,74,2.14
Year_1,6,1590,Site_4,Orchard_Block_8,CS,4,8,71.3,10.68,27.7,28.8,24.5,88,1.13
Year_1,7,1591,Site_4,Orchard_Block_8,CS,4,8,71.3,11.47,27.8,27.8,25.1,88,1.62
Year_1,8,1592,Site_4,Orchard_Block_8,CS,4,8,71.3,13.68,29.5,31.2,26.2,76,1.33
Year_1,9,1593,Site_4,Orchard_Block_8,CS,4,8,71.3,12.83,29.2,28.8,26.3,66,1.3
Year_1,10,1594,Site_4,Orchard_Block_8,CS,4,8,71.3,15.11,32,31.4,26.9,77,2.61
Year_1,1,1595,Site_4,Orchard_Block_8,AMWS,1,1,4.8,13.36,28.7,30.2,26.6,62,1.07
Year_1,2,1596,Site_4,Orchard_Block_8,AMWS,1,1,4.8,13.45,28.1,30.8,26.6,75,1.73
Year_1,3,1597,Site_4,Orchard_Block_8,AMWS,1,1,4.8,14.05,29.3,31.7,26.4,52,1.98
Year_1,4,1598,Site_4,Orchard_Block_8,AMWS,1,1,4.8,12.94,29.7,29.9,26.3,63,1.32
Year_1,5,1599,Site_4,Orchard_Block_8,AMWS,1,1,4.8,17.07,30.8,33.2,28.8,50,1.76
Year_1,6,1600,Site_4,Orchard_Block_8,AMWS,1,1,4.8,14.76,29.3,31.3,26,53,2.27
Year_1,7,1601,Site_4,Orchard_Block_8,AMWS,1,1,4.8,14.83,29.2,31.7,26.3,66,0.94
Year_1,8,1602,Site_4,Orchard_Block_8,AMWS,1,1,4.8,15.24,30.2,31.7,26.5,60,1.21
Year_1,1,1603,Site_4,Orchard_Block_8,AMWS,1,2,14.3,13.34,29.9,30.6,26.3,74,2.11
Year_1,2,1604,Site_4,Orchard_Block_8,AMWS,1,2,14.3,13.03,29.4,30.6,26,81,1.53
Year_1,3,1605,Site_4,Orchard_Block_8,AMWS,1,2,14.3,15.02,30.1,32.4,28.6,59,2.15
Year_1,4,1606,Site_4,Orchard_Block_8,AMWS,1,2,14.3,12.97,28.4,30.5,26.5,77,1.23
Year_1,5,1607,Site_4,Orchard_Block_8,AMWS,1,2,14.3,14.04,29.9,31.1,26.5,81,2.11
Year_1,6,1608,Site_4,Orchard_Block_8,AMWS,1,2,14.3,14.23,30.3,30.9,27.8,73,2.08
Year_1,7,1609,Site_4,Orchard_Block_8,AMWS,1,2,14.3,14.44,31.8,31.8,27.6,64,0.93
Year_1,8,1610,Site_4,Orchard_Block_8,AMWS,1,2,14.3,11.83,29.6,29.4,25,78,1.82
Year_1,9,1611,Site_4,Orchard_Block_8,AMWS,1,2,14.3,13.4,31.2,30.9,26.2,71,1.49
Year_1,10,1612,Site_4,Orchard_Block_8,AMWS,1,2,14.3,14.11,31.9,30.5,27,79,1.81
Year_1,1,1613,Site_4,Orchard_Block_8,AMWS,2,3,23.8,8.17,29.1,21.9,18.9,86,1.55
Year_1,2,1614,Site_4,Orchard_Block_8,AMWS,2,3,23.8,11.52,23,24.8,23.4,72,1.22
Year_1,3,1615,Site_4,Orchard_Block_8,AMWS,2,3,23.8,10.79,22.9,23,20.1,67,1.46
Year_1,4,1616,Site_4,Orchard_Block_8,AMWS,2,3,23.8,13.53,30.2,30.6,25.8,57,0.47
Year_1,5,1617,Site_4,Orchard_Block_8,AMWS,2,3,23.8,8.71,27.5,26.9,23.1,72,0.58
Year_1,6,1618,Site_4,Orchard_Block_8,AMWS,2,3,23.8,11.3,28.5,29,24.2,64,1.54
Year_1,7,1619,Site_4,Orchard_Block_8,AMWS,2,3,23.8,14.39,30.8,31.4,27.3,58,1.51
Year_1,8,1620,Site_4,Orchard_Block_8,AMWS,2,3,23.8,11.13,28.3,28.8,25.6,71,1.74
Year_1,9,1621,Site_4,Orchard_Block_8,AMWS,2,3,23.8,12.03,28.7,28.4,26.7,68,1.33
Year_1,1,1622,Site_4,Orchard_Block_8,AMWS,2,4,33.3,14.14,30.9,30.1,27.4,52,1.81
Year_1,2,1623,Site_4,Orchard_Block_8,AMWS,2,4,33.3,11.71,28,30.7,25.7,83,1.65
Year_1,3,1624,Site_4,Orchard_Block_8,AMWS,2,4,33.3,13.82,28.5,31.9,26.6,79,1.95
Year_1,4,1625,Site_4,Orchard_Block_8,AMWS,2,4,33.3,13.17,28.9,30.4,25,63,1.53
Year_1,5,1626,Site_4,Orchard_Block_8,AMWS,2,4,33.3,13.68,30.1,30.5,27.9,53,1.08
Year_1,6,1627,Site_4,Orchard_Block_8,AMWS,2,4,33.3,14.06,29.2,31.3,26.6,78,2.37
Year_1,7,1628,Site_4,Orchard_Block_8,AMWS,2,4,33.3,12.68,28.2,29,26.6,83,1.93
Year_1,8,1629,Site_4,Orchard_Block_8,AMWS,2,4,33.3,11.04,26,30.1,23.5,73,2.55
Year_1,9,1630,Site_4,Orchard_Block_8,AMWS,2,4,33.3,10.64,27,29.4,23.9,76,1.56
Year_1,1,1631,Site_4,Orchard_Block_8,AMWS,3,5,42.8,10.36,28.2,28.2,25.4,70,1.4
Year_1,2,1632,Site_4,Orchard_Block_8,AMWS,3,5,42.8,10.48,27.1,28.9,25.2,49,0.61
Year_1,3,1633,Site_4,Orchard_Block_8,AMWS,3,5,42.8,9.3,27.7,27.6,23.6,82,1.31
Year_1,4,1634,Site_4,Orchard_Block_8,AMWS,3,5,42.8,10.84,28.3,27.6,24.7,65,0.76
Year_1,5,1635,Site_4,Orchard_Block_8,AMWS,3,5,42.8,10.92,27.9,28.1,24.2,71,0.97
Year_1,6,1636,Site_4,Orchard_Block_8,AMWS,3,5,42.8,11.5,29.4,28.2,25.2,63,1.46
Year_1,7,1637,Site_4,Orchard_Block_8,AMWS,3,5,42.8,11.47,27.6,28,24.6,75,0.26
Year_1,8,1638,Site_4,Orchard_Block_8,AMWS,3,5,42.8,11.33,29.8,29.4,25,67,0.62
Year_1,9,1639,Site_4,Orchard_Block_8,AMWS,3,5,42.8,11.49,28.6,29.3,25.5,78,1.48
Year_1,10,1640,Site_4,Orchard_Block_8,AMWS,3,5,42.8,11.92,29.2,29.3,25.5,67,1.33
Year_1,1,1641,Site_4,Orchard_Block_8,AMWS,3,6,52.3,15.5,31.3,33.3,28.6,71,1.33
Year_1,2,1642,Site_4,Orchard_Block_8,AMWS,3,6,52.3,15.6,30.2,31.8,28.2,53,1.35
Year_1,3,1643,Site_4,Orchard_Block_8,AMWS,3,6,52.3,11.77,30.1,29,25.5,78,1.93
Year_1,4,1644,Site_4,Orchard_Block_8,AMWS,3,6,52.3,14.52,31.1,31.7,27.8,58,1.83
Year_1,5,1645,Site_4,Orchard_Block_8,AMWS,3,6,52.3,15.24,31.4,32.6,27.9,63,1.78
Year_1,6,1646,Site_4,Orchard_Block_8,AMWS,3,6,52.3,12.48,28.1,30.8,26.9,83,2.28
Year_1,7,1647,Site_4,Orchard_Block_8,AMWS,3,6,52.3,16.32,31,32.2,28.1,69,0.78
Year_1,8,1648,Site_4,Orchard_Block_8,AMWS,3,6,52.3,12.97,29.3,30.5,26.4,71,1.66
Year_1,9,1649,Site_4,Orchard_Block_8,AMWS,3,6,52.3,14.62,30.3,31.1,27.9,63,1.24
Year_1,1,1651,Site_4,Orchard_Block_8,AMWS,4,7,61.8,11.99,28.5,29.1,26.4,77,1.13
Year_1,2,1652,Site_4,Orchard_Block_8,AMWS,4,7,61.8,15.44,30.3,31.5,27.7,56,1.52
Year_1,3,1653,Site_4,Orchard_Block_8,AMWS,4,7,61.8,14.05,30.8,30.3,26.6,64,1.05
Year_1,4,1654,Site_4,Orchard_Block_8,AMWS,4,7,61.8,14.95,30.6,30.5,27,51,1.75
Year_1,5,1655,Site_4,Orchard_Block_8,AMWS,4,7,61.8,11.53,27.8,28.3,25.7,56,1.63
Year_1,6,1656,Site_4,Orchard_Block_8,AMWS,4,7,61.8,12.71,29.3,30.5,26.7,60,0.79
Year_1,7,1657,Site_4,Orchard_Block_8,AMWS,4,7,61.8,13.26,29.1,30,25.5,52,1.87
Year_1,1,1658,Site_4,Orchard_Block_8,AMWS,4,8,71.3,11.6,28,28.9,25.6,74,1.59
Year_1,2,1659,Site_4,Orchard_Block_8,AMWS,4,8,71.3,12.42,28,29.5,25.2,68,1.24
Year_1,3,1660,Site_4,Orchard_Block_8,AMWS,4,8,71.3,12.83,30.7,30,26.9,68,1.53
Year_1,4,1661,Site_4,Orchard_Block_8,AMWS,4,8,71.3,11.51,29.6,28.7,25.2,73,1.3
Year_1,5,1662,Site_4,Orchard_Block_8,AMWS,4,8,71.3,12.73,28.4,30.8,26.8,66,0.49
Year_1,6,1663,Site_4,Orchard_Block_8,AMWS,4,8,71.3,12.15,28,30.7,25.1,83,2.13
Year_1,7,1664,Site_4,Orchard_Block_8,AMWS,4,8,71.3,12.6,29,29.5,26.1,78,1.77
Year_1,8,1665,Site_4,Orchard_Block_8,AMWS,4,8,71.3,13.42,29.3,30,26.6,55,1.39
Year_1,9,1666,Site_4,Orchard_Block_8,AMWS,4,8,71.3,13.53,29.8,30.9,26.1,67,1.4
Year_1,10,1667,Site_4,Orchard_Block_8,AMWS,4,8,71.3,12.61,29.4,29.1,25.6,83,1.23
Year_1,1,1668,Site_4,Orchard_Block_8,SWS,1,1,4.8,13.79,30.8,31.4,26.4,53,1.58
Year_1,2,1669,Site_4,Orchard_Block_8,SWS,1,1,4.8,16.62,32,32.6,28.2,82,1.25
Year_1,3,1670,Site_4,Orchard_Block_8,SWS,1,1,4.8,15.87,32.7,32.5,27.7,63,1.9
Year_1,4,1671,Site_4,Orchard_Block_8,SWS,1,1,4.8,14.28,31.6,31.6,26.8,69,1.03
Year_1,5,1672,Site_4,Orchard_Block_8,SWS,1,1,4.8,15.05,31.4,31.6,27.8,81,1.35
Year_1,6,1673,Site_4,Orchard_Block_8,SWS,1,1,4.8,11.18,28.5,28.9,25,80,1
Year_1,7,1674,Site_4,Orchard_Block_8,SWS,1,1,4.8,14.63,30.7,31.1,26.9,61,1.66
Year_1,8,1675,Site_4,Orchard_Block_8,SWS,1,1,4.8,15.05,31.7,32.6,27.3,65,2.03
Year_1,9,1676,Site_4,Orchard_Block_8,SWS,1,1,4.8,16.1,32.3,32.3,28.5,46,0.68
Year_1,10,1677,Site_4,Orchard_Block_8,SWS,1,1,4.8,14.44,32.8,30.4,27.8,52,1.17
Year_1,1,1679,Site_4,Orchard_Block_8,SWS,1,2,14.3,14,29.3,31.6,27.2,52,2.5
Year_1,2,1680,Site_4,Orchard_Block_8,SWS,1,2,14.3,14.65,30,31.5,27.8,45,2.14
Year_1,3,1681,Site_4,Orchard_Block_8,SWS,1,2,14.3,14.71,30,31.7,27.8,47,2.57
Year_1,4,1682,Site_4,Orchard_Block_8,SWS,1,2,14.3,16.26,31.1,33.8,28.9,68,2.47
Year_1,5,1683,Site_4,Orchard_Block_8,SWS,1,2,14.3,15.58,31.8,32.9,28.3,59,1.89
Year_1,6,1684,Site_4,Orchard_Block_8,SWS,1,2,14.3,16.61,30.3,33,29,67,3.05
Year_1,7,1685,Site_4,Orchard_Block_8,SWS,1,2,14.3,15.33,30.3,32.6,28.2,50,1.57
Year_1,8,1686,Site_4,Orchard_Block_8,SWS,1,2,14.3,13.72,29.7,30.4,26.9,79,1.91
Year_1,9,1687,Site_4,Orchard_Block_8,SWS,1,2,14.3,14.27,30.4,31.8,27.5,74,2.21
Year_1,1,1688,Site_4,Orchard_Block_8,SWS,2,3,23.8,13.41,29.7,30.1,27.3,67,1.38
Year_1,2,1689,Site_4,Orchard_Block_8,SWS,2,3,23.8,14.25,31.3,30.8,28.6,70,1.7
Year_1,3,1690,Site_4,Orchard_Block_8,SWS,2,3,23.8,14.6,30.7,31,27.1,65,1.73
Year_1,4,1691,Site_4,Orchard_Block_8,SWS,2,3,23.8,13.09,29.7,30.6,25.9,52,1.73
Year_1,5,1692,Site_4,Orchard_Block_8,SWS,2,3,23.8,12.61,30,30.9,26.5,81,1.73
Year_1,6,1693,Site_4,Orchard_Block_8,SWS,2,3,23.8,11.9,29.4,29.4,25.3,78,2.86
Year_1,7,1694,Site_4,Orchard_Block_8,SWS,2,3,23.8,14.4,31.9,32.6,27.8,71,1.92
Year_1,8,1695,Site_4,Orchard_Block_8,SWS,2,3,23.8,13.07,29.2,30.7,26,67,1.7
Year_1,9,1696,Site_4,Orchard_Block_8,SWS,2,3,23.8,14.32,30.4,31.9,27.1,47,1.31
Year_1,1,1697,Site_4,Orchard_Block_8,SWS,2,4,33.3,14.48,31.8,31.2,27.7,75,1.68
Year_1,2,1698,Site_4,Orchard_Block_8,SWS,2,4,33.3,12.2,29.3,29,27,60,1.66
Year_1,3,1699,Site_4,Orchard_Block_8,SWS,2,4,33.3,13.94,30.4,31.2,27.5,70,1.04
Year_1,4,1700,Site_4,Orchard_Block_8,SWS,2,4,33.3,12.34,29.6,30.9,26.5,68,2.72
Year_1,5,1701,Site_4,Orchard_Block_8,SWS,2,4,33.3,13.44,30.2,30.5,28,58,1.53
Year_1,6,1702,Site_4,Orchard_Block_8,SWS,2,4,33.3,11.94,29,28.7,25.6,76,1.81
Year_1,7,1703,Site_4,Orchard_Block_8,SWS,2,4,33.3,13.14,30,30.3,27.3,80,1.58
Year_1,8,1704,Site_4,Orchard_Block_8,SWS,2,4,33.3,12.97,30.2,30.7,26.8,73,1.75
Year_1,9,1705,Site_4,Orchard_Block_8,SWS,2,4,33.3,14.57,31.9,30.7,27.6,55,1.49
Year_1,1,1708,Site_4,Orchard_Block_8,SWS,3,5,42.8,15.14,30.3,31.2,27.4,55,1.49
Year_1,2,1709,Site_4,Orchard_Block_8,SWS,3,5,42.8,13.27,30.4,30.3,26.1,79,1.19
Year_1,3,1710,Site_4,Orchard_Block_8,SWS,3,5,42.8,12.4,29.2,30.3,26,72,1.43
Year_1,4,1711,Site_4,Orchard_Block_8,SWS,3,5,42.8,12.78,29.7,29.9,25.3,71,2.25
Year_1,5,1712,Site_4,Orchard_Block_8,SWS,3,5,42.8,14.21,29.8,31.2,26.3,76,3.33
