Year,Fruit_Number,Fruit_ID,Site_Code,Orchard_Block,Alleyway_Treatment,Section ,Tree_code,Distance,Fresh_mass,Height,Width,Length,Firmness,Dry_Matter
Year_1,3,263,Site_1,Orchard_Block_2,CS,1,2,14.3,10.72,26.9,28.8,25.6,55,1.28
Year_1,4,264,Site_1,Orchard_Block_2,CS,1,2,14.3,11.62,28,30.3,25.3,72,2.61
Year_1,5,265,Site_1,Orchard_Block_2,CS,1,2,14.3,10.44,27.5,27.9,25.8,68,2.08
Year_1,6,266,Site_1,Orchard_Block_2,CS,1,2,14.3,12.31,29.6,29.1,25.1,54,2.35
Year_1,7,267,Site_1,Orchard_Block_2,CS,1,2,14.3,11.3,27.1,28.9,26.3,74,1.49
Year_1,8,268,Site_1,Orchard_Block_2,CS,1,2,14.3,12.08,28.7,29.5,25.6,61,2.2
Year_1,9,269,Site_1,Orchard_Block_2,CS,1,2,14.3,9.97,27.9,27.5,24.7,77,1.62
Year_1,1,270,Site_1,Orchard_Block_2,CS,2,3,23.8,10.15,27.5,28.5,24,62,1.2
Year_1,2,271,Site_1,Orchard_Block_2,CS,2,3,23.8,8.79,27.1,26.8,22.7,58,1.03
Year_1,3,272,Site_1,Orchard_Block_2,CS,2,3,23.8,12.88,30.3,30.4,26.4,59,1.75
Year_1,4,273,Site_1,Orchard_Block_2,CS,2,3,23.8,12.43,30.6,30,25.6,80,1.58
Year_1,5,274,Site_1,Orchard_Block_2,CS,2,3,23.8,11.73,30.9,29.1,25.8,82,1.39
Year_1,6,275,Site_1,Orchard_Block_2,CS,2,3,23.8,12.48,30.8,30.7,26.2,82,1.73
Year_1,7,276,Site_1,Orchard_Block_2,CS,2,3,23.8,11.11,29.5,28.7,25.6,73,1.5
Year_1,8,277,Site_1,Orchard_Block_2,CS,2,3,23.8,10.28,28.1,28.5,24.5,77,1.36
Year_1,9,278,Site_1,Orchard_Block_2,CS,2,3,23.8,11.92,29.1,29.2,25,71,1.56
Year_1,10,279,Site_1,Orchard_Block_2,CS,2,3,23.8,10.62,30.7,28.6,24.6,80,1.31
Year_1,1,281,Site_1,Orchard_Block_2,CS,2,4,33.3,14.08,29.7,30.6,26.7,62,1.81
Year_1,2,282,Site_1,Orchard_Block_2,CS,2,4,33.3,12.08,28.6,30.8,25.3,79,1.4
Year_1,3,283,Site_1,Orchard_Block_2,CS,2,4,33.3,12.91,29.8,31.3,26.9,68,1.6
Year_1,4,284,Site_1,Orchard_Block_2,CS,2,4,33.3,13.23,29.4,31.5,26.9,68,1.63
Year_1,5,285,Site_1,Orchard_Block_2,CS,2,4,33.3,12.8,30.6,30.6,26.4,77,1.48
Year_1,6,286,Site_1,Orchard_Block_2,CS,2,4,33.3,11.84,28.2,29.8,25.9,72,1.42
Year_1,7,287,Site_1,Orchard_Block_2,CS,2,4,33.3,10.26,27.5,28.5,24.5,81,1.15
Year_1,8,288,Site_1,Orchard_Block_2,CS,2,4,33.3,13.13,28.3,30.5,26.8,57,1.53
Year_1,9,289,Site_1,Orchard_Block_2,CS,2,4,33.3,9.01,26.8,26.5,23.1,73,0.97
Year_1,10,290,Site_1,Orchard_Block_2,CS,2,4,33.3,12.17,28.4,30.8,24.1,66,1.48
Year_1,1,292,Site_1,Orchard_Block_2,CS,3,5,42.8,13.98,29.4,31.9,26.2,62,1.78
Year_1,2,293,Site_1,Orchard_Block_2,CS,3,5,42.8,14.14,29.7,30.1,27.7,66,1.98
Year_1,3,294,Site_1,Orchard_Block_2,CS,3,5,42.8,13.18,30.1,30.7,25.5,62,1.67
Year_1,4,295,Site_1,Orchard_Block_2,CS,3,5,42.8,12.91,30,29.6,26.2,53,1.63
Year_1,5,296,Site_1,Orchard_Block_2,CS,3,5,42.8,14.77,29.5,31.4,27,82,2.26
Year_1,6,297,Site_1,Orchard_Block_2,CS,3,5,42.8,12.37,29.6,29.5,25.3,58,1.69
Year_1,7,298,Site_1,Orchard_Block_2,CS,3,5,42.8,13.94,29,31.1,26.7,74,2.11
Year_1,8,299,Site_1,Orchard_Block_2,CS,3,5,42.8,13.14,30.4,30.4,26.5,80,1.84
Year_1,9,300,Site_1,Orchard_Block_2,CS,3,5,42.8,13.24,29.7,30.2,26,73,1.88
Year_1,10,301,Site_1,Orchard_Block_2,CS,3,5,42.8,13.09,29.7,30.8,26.9,54,1.86
Year_1,1,302,Site_1,Orchard_Block_2,CS,3,6,52.3,13.14,30.3,31.8,25.7,47,1.55
Year_1,2,303,Site_1,Orchard_Block_2,CS,3,6,52.3,9.65,28,27.5,23.6,79,1.11
Year_1,3,304,Site_1,Orchard_Block_2,CS,3,6,52.3,11.95,30.1,30.2,24.9,69,1.45
Year_1,4,305,Site_1,Orchard_Block_2,CS,3,6,52.3,12.11,29.7,30.2,25.2,61,1.38
Year_1,5,306,Site_1,Orchard_Block_2,CS,3,6,52.3,10.16,27.6,28.6,23.6,54,1.03
Year_1,6,307,Site_1,Orchard_Block_2,CS,3,6,52.3,13.51,30.6,31.2,25.3,48,1.48
Year_1,7,308,Site_1,Orchard_Block_2,CS,3,6,52.3,13.28,30.1,30.8,25.2,57,1.62
Year_1,8,309,Site_1,Orchard_Block_2,CS,3,6,52.3,10.94,27.9,29.7,24.6,58,1.18
Year_1,1,310,Site_1,Orchard_Block_2,CS,4,7,61.8,11.91,27.1,28.9,26.8,79,1.87
Year_1,2,311,Site_1,Orchard_Block_2,CS,4,7,61.8,10.9,28.6,29.3,26.9,54,1.45
Year_1,3,312,Site_1,Orchard_Block_2,CS,4,7,61.8,12.45,29,29.8,25.2,60,1.84
Year_1,4,313,Site_1,Orchard_Block_2,CS,4,7,61.8,10.63,27.8,27.2,25.6,79,1.66
Year_1,5,314,Site_1,Orchard_Block_2,CS,4,7,61.8,11.64,29.5,29.7,25.9,65,1.55
Year_1,6,315,Site_1,Orchard_Block_2,CS,4,7,61.8,11.85,28.9,28.8,25.5,50,1.64
Year_1,7,316,Site_1,Orchard_Block_2,CS,4,7,61.8,10.89,27.7,28.3,25.5,63,1.35
Year_1,8,317,Site_1,Orchard_Block_2,CS,4,7,61.8,12.61,29.1,29.6,26.9,58,1.85
Year_1,9,318,Site_1,Orchard_Block_2,CS,4,7,61.8,11.99,28,29.6,25,83,1.9
Year_1,1,319,Site_1,Orchard_Block_2,CS,4,8,71.3,11.63,29.6,29.4,25,73,1.7
Year_1,2,320,Site_1,Orchard_Block_2,CS,4,8,71.3,10.23,28.9,27.8,24.3,82,1.59
Year_1,3,321,Site_1,Orchard_Block_2,CS,4,8,71.3,10.92,28.7,28.9,24.3,64,1.35
Year_1,4,322,Site_1,Orchard_Block_2,CS,4,8,71.3,14.48,30.7,31.4,26.6,52,1.44
Year_1,5,323,Site_1,Orchard_Block_2,CS,4,8,71.3,11.91,29.4,29.5,25.7,61,1.77
Year_1,6,324,Site_1,Orchard_Block_2,CS,4,8,71.3,13.5,30.2,30.4,26.8,50,2.05
Year_1,7,325,Site_1,Orchard_Block_2,CS,4,8,71.3,13.07,29,31.5,25.2,62,1.32
Year_1,8,326,Site_1,Orchard_Block_2,CS,4,8,71.3,12.83,30.7,30.9,26.5,63,1.17
Year_1,9,327,Site_1,Orchard_Block_2,CS,4,8,71.3,13.34,30.3,31.7,26.8,56,1.72
Year_1,10,328,Site_1,Orchard_Block_2,CS,4,8,71.3,13.27,29.8,30.6,27.1,50,1.36
Year_1,1,329,Site_1,Orchard_Block_2,AMWS,1,1,4.8,10.42,27.5,28.4,25.2,79,1.35
Year_1,2,330,Site_1,Orchard_Block_2,AMWS,1,1,4.8,9.13,26.3,25.9,24.9,73,1.12
Year_1,3,331,Site_1,Orchard_Block_2,AMWS,1,1,4.8,10.24,27.9,27.5,25.4,77,1.46
Year_1,4,332,Site_1,Orchard_Block_2,AMWS,1,1,4.8,10.41,27.6,27,25.7,74,1.25
Year_1,5,333,Site_1,Orchard_Block_2,AMWS,1,1,4.8,9.33,25.4,26.4,23.2,84,1.23
Year_1,6,334,Site_1,Orchard_Block_2,AMWS,1,1,4.8,9.05,24.1,26.4,23.5,77,1.28
Year_1,7,335,Site_1,Orchard_Block_2,AMWS,1,1,4.8,9.44,26.2,26.4,23.1,77,1.21
Year_1,8,336,Site_1,Orchard_Block_2,AMWS,1,1,4.8,9.86,25.3,26.2,24,80,1.39
Year_1,9,337,Site_1,Orchard_Block_2,AMWS,1,1,4.8,9.24,25.1,27.2,22.5,67,1.25
Year_1,10,338,Site_1,Orchard_Block_2,AMWS,1,1,4.8,9.12,25,26.9,22.5,81,1.12
Year_1,1,339,Site_1,Orchard_Block_2,AMWS,1,2,14.3,10.05,28,27.7,24.8,56,1.05
Year_1,2,340,Site_1,Orchard_Block_2,AMWS,1,2,14.3,13.01,29.1,30.3,26.3,49,1.56
Year_1,3,341,Site_1,Orchard_Block_2,AMWS,1,2,14.3,12.91,29.7,30.9,25.7,50,1.52
Year_1,4,342,Site_1,Orchard_Block_2,AMWS,1,2,14.3,12.29,30.6,30.3,25.8,57,1.48
Year_1,5,343,Site_1,Orchard_Block_2,AMWS,1,2,14.3,13.25,30,30.1,26.2,68,1.64
Year_1,6,344,Site_1,Orchard_Block_2,AMWS,1,2,14.3,12.09,29.1,29.1,25.5,45,1.35
Year_1,7,345,Site_1,Orchard_Block_2,AMWS,1,2,14.3,11.72,28.9,29.6,25.9,55,1.35
Year_1,8,346,Site_1,Orchard_Block_2,AMWS,1,2,14.3,10.29,28.3,27.5,24.1,72,1.06
Year_1,9,347,Site_1,Orchard_Block_2,AMWS,1,2,14.3,11.04,28.7,28.6,25.6,69,1.34
Year_1,1,349,Site_1,Orchard_Block_2,AMWS,2,3,23.8,10.84,28.4,27.2,25,80,1.28
Year_1,2,350,Site_1,Orchard_Block_2,AMWS,2,3,23.8,12.41,28.1,30.5,25.8,69,1.81
Year_1,3,351,Site_1,Orchard_Block_2,AMWS,2,3,23.8,7.79,26.2,25.4,22.1,66,0.83
Year_1,4,352,Site_1,Orchard_Block_2,AMWS,2,3,23.8,9.72,28.6,26.7,24.4,83,1.11
Year_1,5,353,Site_1,Orchard_Block_2,AMWS,2,3,23.8,7.86,26.6,25.1,21.6,61,0.84
Year_1,6,354,Site_1,Orchard_Block_2,AMWS,2,3,23.8,9.74,27.2,26.1,24.4,55,1.25
Year_1,7,355,Site_1,Orchard_Block_2,AMWS,2,3,23.8,10.49,28.9,28.6,24.2,49,1.27
Year_1,8,356,Site_1,Orchard_Block_2,AMWS,2,3,23.8,8.92,26.8,26.3,23.9,82,1
Year_1,9,357,Site_1,Orchard_Block_2,AMWS,2,3,23.8,8.24,27,25.4,23,62,0.88
Year_1,10,358,Site_1,Orchard_Block_2,AMWS,2,3,23.8,9.63,28.7,27.1,24.1,56,1.14
Year_1,1,359,Site_1,Orchard_Block_2,AMWS,2,4,33.3,11.5,27.9,28.5,25.2,82,1.54
Year_1,2,360,Site_1,Orchard_Block_2,AMWS,2,4,33.3,13.68,30.2,31.9,26.3,68,1.75
Year_1,3,361,Site_1,Orchard_Block_2,AMWS,2,4,33.3,13.42,30.3,29.6,26.5,68,2
Year_1,4,362,Site_1,Orchard_Block_2,AMWS,2,4,33.3,13.14,29,29.2,26.8,69,1.99
Year_1,5,363,Site_1,Orchard_Block_2,AMWS,2,4,33.3,14.28,31.3,30.9,26.5,77,2.01
Year_1,6,364,Site_1,Orchard_Block_2,AMWS,2,4,33.3,13.68,29,30.9,25.9,50,2
Year_1,7,365,Site_1,Orchard_Block_2,AMWS,2,4,33.3,11.82,28.8,29.7,24.4,70,1.58
Year_1,8,366,Site_1,Orchard_Block_2,AMWS,2,4,33.3,12.56,29.9,30.2,25.3,81,1.69
Year_1,9,367,Site_1,Orchard_Block_2,AMWS,2,4,33.3,15.31,30.9,32.8,27.3,73,2.36
Year_1,1,368,Site_1,Orchard_Block_2,AMWS,3,5,42.8,11.92,28.1,30.5,24.3,68,1.64
Year_1,2,369,Site_1,Orchard_Block_2,AMWS,3,5,42.8,13.2,30.2,31.9,25.8,57,1.88
Year_1,3,370,Site_1,Orchard_Block_2,AMWS,3,5,42.8,11.41,28.6,29.8,25.1,68,1.73
Year_1,4,371,Site_1,Orchard_Block_2,AMWS,3,5,42.8,11.55,27.9,29.6,25.8,51,1.68
Year_1,5,372,Site_1,Orchard_Block_2,AMWS,3,5,42.8,14.38,30.7,32.7,27.6,70,1.96
Year_1,6,373,Site_1,Orchard_Block_2,AMWS,3,5,42.8,12.43,29.7,30.2,25.1,69,1.84
Year_1,7,374,Site_1,Orchard_Block_2,AMWS,3,5,42.8,13.8,30,31.5,26,65,1.86
Year_1,8,375,Site_1,Orchard_Block_2,AMWS,3,5,42.8,12.74,30.9,30.4,25.4,57,1.64
Year_1,9,376,Site_1,Orchard_Block_2,AMWS,3,5,42.8,11.99,29.6,30.3,24.9,56,1.66
Year_1,10,377,Site_1,Orchard_Block_2,AMWS,3,5,42.8,12.56,29.5,30.5,26.7,62,1.74
Year_1,1,379,Site_1,Orchard_Block_2,AMWS,3,6,52.3,13,30.8,30.8,26.5,80,1.52
Year_1,2,380,Site_1,Orchard_Block_2,AMWS,3,6,52.3,10.37,27.5,27.4,24.7,82,1.21
Year_1,3,381,Site_1,Orchard_Block_2,AMWS,3,6,52.3,10.73,28.4,27.7,25.3,78,1.25
Year_1,4,382,Site_1,Orchard_Block_2,AMWS,3,6,52.3,11.59,28.5,29.7,25,70,1.42
Year_1,5,383,Site_1,Orchard_Block_2,AMWS,3,6,52.3,12.7,29.3,29.8,26.4,62,1.64
Year_1,6,384,Site_1,Orchard_Block_2,AMWS,3,6,52.3,11.81,29,29.1,25.5,64,1.32
Year_1,7,385,Site_1,Orchard_Block_2,AMWS,3,6,52.3,11.68,29.9,29.9,25.9,57,1.34
Year_1,8,386,Site_1,Orchard_Block_2,AMWS,3,6,52.3,9.66,27.2,27.3,23,82,1.04
Year_1,9,387,Site_1,Orchard_Block_2,AMWS,3,6,52.3,11.14,28.8,28.2,25.8,81,1.25
Year_1,10,388,Site_1,Orchard_Block_2,AMWS,3,6,52.3,11.97,29.6,29.9,25.2,70,1.45
Year_1,1,390,Site_1,Orchard_Block_2,AMWS,4,7,61.8,11.15,29.5,29,24.9,75,1.45
Year_1,2,391,Site_1,Orchard_Block_2,AMWS,4,7,61.8,13.84,30.8,30.6,26.7,52,1.84
Year_1,3,392,Site_1,Orchard_Block_2,AMWS,4,7,61.8,13.87,31.2,31.6,26.8,62,1.75
Year_1,4,393,Site_1,Orchard_Block_2,AMWS,4,7,61.8,10.11,28.5,28.7,23.7,81,1.05
Year_1,5,394,Site_1,Orchard_Block_2,AMWS,4,7,61.8,12.76,29.9,30.1,25.5,68,1.42
Year_1,6,395,Site_1,Orchard_Block_2,AMWS,4,7,61.8,12.27,29.6,29.9,26,51,1.48
Year_1,7,396,Site_1,Orchard_Block_2,AMWS,4,7,61.8,12.1,29.1,30.2,25.8,54,1.4
Year_1,8,397,Site_1,Orchard_Block_2,AMWS,4,7,61.8,11.84,28.5,29.5,25.6,62,1.48
Year_1,9,398,Site_1,Orchard_Block_2,AMWS,4,7,61.8,13.05,30.7,30.3,26.2,72,1.87
Year_1,10,399,Site_1,Orchard_Block_2,AMWS,4,7,61.8,11.46,28.3,29,24.9,53,1.44
Year_1,1,403,Site_1,Orchard_Block_2,AMWS,4,8,71.3,13.16,29.2,29.7,26.6,47,1.81
Year_1,2,404,Site_1,Orchard_Block_2,AMWS,4,8,71.3,12.64,28.1,29.8,26,62,1.7
Year_1,3,405,Site_1,Orchard_Block_2,AMWS,4,8,71.3,11.31,28,28.7,25.1,43,1.32
Year_1,4,406,Site_1,Orchard_Block_2,AMWS,4,8,71.3,12.84,29,30.3,26.9,48,1.43
Year_1,5,407,Site_1,Orchard_Block_2,AMWS,4,8,71.3,14.13,30.5,30.6,26.3,49,1.96
Year_1,6,408,Site_1,Orchard_Block_2,AMWS,4,8,71.3,10.55,27.8,27.9,25.2,58,1.22
Year_1,7,409,Site_1,Orchard_Block_2,AMWS,4,8,71.3,12.94,28.3,30.5,26.4,49,1.5
Year_1,8,410,Site_1,Orchard_Block_2,AMWS,4,8,71.3,10.69,28.7,28.7,24.6,62,1.49
Year_1,9,411,Site_1,Orchard_Block_2,AMWS,4,8,71.3,11.49,28.9,28.2,25.4,74,1.31
Year_1,1,412,Site_1,Orchard_Block_2,SWS,1,1,4.8,10.7,28.4,28.5,24.3,71,1.52
Year_1,2,413,Site_1,Orchard_Block_2,SWS,1,1,4.8,12.03,29.7,28.3,25.7,78,1.58
Year_1,3,414,Site_1,Orchard_Block_2,SWS,1,1,4.8,12.72,30,29,25.2,81,1.83
Year_1,4,415,Site_1,Orchard_Block_2,SWS,1,1,4.8,10.11,28.7,27.4,25.4,80,1.2
Year_1,5,416,Site_1,Orchard_Block_2,SWS,1,1,4.8,11.47,29.8,28.3,25.8,81,1.82
Year_1,6,417,Site_1,Orchard_Block_2,SWS,1,1,4.8,10.57,28.1,28.5,24,80,1.4
Year_1,7,418,Site_1,Orchard_Block_2,SWS,1,1,4.8,9.8,28.8,26,23.9,83,1.26
Year_1,8,419,Site_1,Orchard_Block_2,SWS,1,1,4.8,10.08,27.7,27.5,24.6,76,1.47
Year_1,9,420,Site_1,Orchard_Block_2,SWS,1,1,4.8,8.82,27,25.5,23.5,77,1.24
Year_1,10,421,Site_1,Orchard_Block_2,SWS,1,1,4.8,9.77,27.2,26.6,24.7,78,1.23
Year_1,1,422,Site_1,Orchard_Block_2,SWS,1,2,14.3,15.07,31.4,31.4,26.8,78,2.07
Year_1,2,423,Site_1,Orchard_Block_2,SWS,1,2,14.3,11.84,29.8,29.8,26.9,76,1.51
Year_1,3,424,Site_1,Orchard_Block_2,SWS,1,2,14.3,12.18,29.9,29.2,25.4,52,1.42
Year_1,4,425,Site_1,Orchard_Block_2,SWS,1,2,14.3,11.98,29.6,29,25.2,84,1.48
Year_1,5,426,Site_1,Orchard_Block_2,SWS,1,2,14.3,14.55,30.7,31,26.4,79,2.06
Year_1,6,427,Site_1,Orchard_Block_2,SWS,1,2,14.3,11.92,28.9,29.3,25.9,80,1.57
Year_1,7,428,Site_1,Orchard_Block_2,SWS,1,2,14.3,12.81,29.7,30.3,26.2,82,1.53
Year_1,8,429,Site_1,Orchard_Block_2,SWS,1,2,14.3,13.87,29,31.1,26.2,73,1.62
Year_1,9,430,Site_1,Orchard_Block_2,SWS,1,2,14.3,11.62,28.4,28.1,25.7,78,1.34
Year_1,10,431,Site_1,Orchard_Block_2,SWS,1,2,14.3,13.65,30.1,30.8,26.3,72,1.72
Year_1,1,433,Site_1,Orchard_Block_2,SWS,2,3,23.8,9.69,26.7,28.2,24.9,77,1
Year_1,2,434,Site_1,Orchard_Block_2,SWS,2,3,23.8,10.86,27.9,29.4,25.9,53,1.21
Year_1,3,435,Site_1,Orchard_Block_2,SWS,2,3,23.8,9.89,26.2,28.1,24.4,79,1.03
Year_1,4,436,Site_1,Orchard_Block_2,SWS,2,3,23.8,8.19,25.9,26.6,22.6,67,0.79
Year_1,5,437,Site_1,Orchard_Block_2,SWS,2,3,23.8,12.19,28.3,30.3,25.6,84,1.39
Year_1,6,438,Site_1,Orchard_Block_2,SWS,2,3,23.8,9.3,26,28.5,23.5,84,1.01
Year_1,7,439,Site_1,Orchard_Block_2,SWS,2,3,23.8,9.82,27.1,28.8,24.6,69,1
Year_1,8,440,Site_1,Orchard_Block_2,SWS,2,3,23.8,9.38,25.4,27.9,24.8,60,1.07
Year_1,1,444,Site_1,Orchard_Block_2,SWS,2,4,33.3,8.17,24.8,25,22.4,66,1.14
Year_1,2,445,Site_1,Orchard_Block_2,SWS,2,4,33.3,11.06,26.5,28.2,25.5,47,1.72
Year_1,3,446,Site_1,Orchard_Block_2,SWS,2,4,33.3,9.48,24.1,27.3,23.1,44,1.3
Year_1,4,447,Site_1,Orchard_Block_2,SWS,2,4,33.3,10.97,25,28,25.9,57,1.72
Year_1,5,448,Site_1,Orchard_Block_2,SWS,2,4,33.3,10.94,25,28.5,25.6,50,1.78
Year_1,6,449,Site_1,Orchard_Block_2,SWS,2,4,33.3,8.92,23.3,26.5,24.8,53,1.32
Year_1,7,450,Site_1,Orchard_Block_2,SWS,2,4,33.3,9.86,25,27.7,25.5,49,1.55
Year_1,8,451,Site_1,Orchard_Block_2,SWS,2,4,33.3,10.28,24.7,28.6,25.9,52,1.57
Year_1,9,452,Site_1,Orchard_Block_2,SWS,2,4,33.3,9.81,25.5,28.8,23.2,59,1.57
Year_1,1,453,Site_1,Orchard_Block_2,SWS,3,5,42.8,10.77,29.7,28,25.3,72,1.3
Year_1,2,454,Site_1,Orchard_Block_2,SWS,3,5,42.8,11.25,29.2,28.1,25.5,52,1.53
Year_1,3,455,Site_1,Orchard_Block_2,SWS,3,5,42.8,12.44,29.8,29.9,25.3,75,1.84
Year_1,4,456,Site_1,Orchard_Block_2,SWS,3,5,42.8,10.51,29.6,27.7,24.4,71,1.35
Year_1,5,457,Site_1,Orchard_Block_2,SWS,3,5,42.8,11.79,29.8,28.9,25,50,1.53
Year_1,6,458,Site_1,Orchard_Block_2,SWS,3,5,42.8,9.72,27.1,26.8,24,51,1.25
Year_1,7,459,Site_1,Orchard_Block_2,SWS,3,5,42.8,10.69,29.6,27.8,25.8,77,1.29
Year_1,8,460,Site_1,Orchard_Block_2,SWS,3,5,42.8,11.51,30.6,28.9,25.5,75,1.6
Year_1,9,461,Site_1,Orchard_Block_2,SWS,3,5,42.8,11.27,28.2,28.2,25.4,78,1.58
Year_1,10,462,Site_1,Orchard_Block_2,SWS,3,5,42.8,11,29.4,28.4,25.9,51,1.31
Year_1,1,463,Site_1,Orchard_Block_2,SWS,3,6,52.3,15.15,31.5,31.9,26,48,2.07
Year_1,2,464,Site_1,Orchard_Block_2,SWS,3,6,52.3,15.05,31.5,31.2,27.3,57,2.19
Year_1,3,465,Site_1,Orchard_Block_2,SWS,3,6,52.3,14.35,30.2,31.2,26.7,77,2.1
Year_1,4,466,Site_1,Orchard_Block_2,SWS,3,6,52.3,13.83,29,31.7,26.9,75,1.6
Year_1,5,467,Site_1,Orchard_Block_2,SWS,3,6,52.3,13.21,30.3,29.9,26,64,1.89
Year_1,6,468,Site_1,Orchard_Block_2,SWS,3,6,52.3,13.79,31.3,30.3,26.2,55,1.63
Year_1,7,469,Site_1,Orchard_Block_2,SWS,3,6,52.3,9.42,28.7,27.6,22.8,81,1.18
Year_1,8,470,Site_1,Orchard_Block_2,SWS,3,6,52.3,14.3,31.1,30.4,26.8,61,1.84
Year_1,9,471,Site_1,Orchard_Block_2,SWS,3,6,52.3,11.89,29.4,28.4,25.5,58,1.53
Year_1,10,472,Site_1,Orchard_Block_2,SWS,3,6,52.3,12.57,30.2,30.7,26.8,77,1.58
Year_1,1,473,Site_1,Orchard_Block_2,SWS,4,7,61.8,11.68,29.2,28.2,25.3,77,1.5
Year_1,2,474,Site_1,Orchard_Block_2,SWS,4,7,61.8,12.74,30.8,30.2,25,54,1.55
Year_1,3,475,Site_1,Orchard_Block_2,SWS,4,7,61.8,9.28,26.2,27,23.4,73,1.12
Year_1,4,476,Site_1,Orchard_Block_2,SWS,4,7,61.8,14.39,30.2,31.4,27.2,67,1.79
Year_1,5,477,Site_1,Orchard_Block_2,SWS,4,7,61.8,11.03,27.7,28.8,25.8,59,1.33
Year_1,6,478,Site_1,Orchard_Block_2,SWS,4,7,61.8,13.21,29.8,30.5,26.3,53,1.76
Year_1,7,479,Site_1,Orchard_Block_2,SWS,4,7,61.8,13.4,29.8,30.5,25.7,53,1.96
Year_1,8,480,Site_1,Orchard_Block_2,SWS,4,7,61.8,11.71,28.3,29.7,25.1,49,1.48
Year_1,9,481,Site_1,Orchard_Block_2,SWS,4,7,61.8,13.56,30.2,31.4,26.4,66,1.56
Year_1,10,482,Site_1,Orchard_Block_2,SWS,4,7,61.8,13.28,30.6,31.4,25.7,76,1.59
Year_1,1,486,Site_1,Orchard_Block_2,SWS,4,8,71.3,12.88,30.5,29.8,25.5,57,1.9
Year_1,2,487,Site_1,Orchard_Block_2,SWS,4,8,71.3,12.18,29.4,29.9,25.8,67,1.73
Year_1,3,488,Site_1,Orchard_Block_2,SWS,4,8,71.3,14.03,29.1,31.9,27.2,49,2.04
Year_1,4,489,Site_1,Orchard_Block_2,SWS,4,8,71.3,13.6,29.8,30.8,27.9,66,2.06
Year_1,5,490,Site_1,Orchard_Block_2,SWS,4,8,71.3,12.9,29,30.3,25.4,67,1.92
Year_1,6,491,Site_1,Orchard_Block_2,SWS,4,8,71.3,12.17,29.2,29.9,25.3,50,1.8
Year_1,7,492,Site_1,Orchard_Block_2,SWS,4,8,71.3,8.62,26,27.7,22.1,50,0.9
Year_1,8,493,Site_1,Orchard_Block_2,SWS,4,8,71.3,12.22,29.9,29.2,25.9,66,1.8
Year_1,9,494,Site_1,Orchard_Block_2,SWS,4,8,71.3,12.46,28.9,30.5,25.2,66,1.69
Year_1,10,495,Site_1,Orchard_Block_2,SWS,4,8,71.3,7.21,24.6,25.3,20.4,57,0.86
Year_1,1,497,Site_2,Orchard_Block_3,CS,1,1,4.8,12.5,30.3,30.5,31.1,53,2.71
Year_1,2,498,Site_2,Orchard_Block_3,CS,1,1,4.8,14.33,31.8,32.6,31.9,67,1.96
Year_1,3,499,Site_2,Orchard_Block_3,CS,1,1,4.8,9.8,27.2,27.7,27.7,82,1.94
Year_1,4,500,Site_2,Orchard_Block_3,CS,1,1,4.8,13.96,31.1,31.3,31.1,67,1.88
Year_1,5,501,Site_2,Orchard_Block_3,CS,1,1,4.8,11.7,30,31,30.2,76,2.2
Year_1,6,502,Site_2,Orchard_Block_3,CS,1,1,4.8,10.76,29.7,30.3,30.4,56,1.66
Year_1,7,503,Site_2,Orchard_Block_3,CS,1,1,4.8,12.9,32.6,33.1,33,83,1.75
Year_1,8,504,Site_2,Orchard_Block_3,CS,1,1,4.8,12.09,30.5,30.6,31,67,2.18
Year_1,9,505,Site_2,Orchard_Block_3,CS,1,1,4.8,11.05,29.6,30.5,30.5,76,1.2
Year_1,10,506,Site_2,Orchard_Block_3,CS,1,1,4.8,11.22,28.3,28.4,28.6,66,2.78
Year_1,1,507,Site_2,Orchard_Block_3,CS,1,2,14.3,11.58,28.2,28.5,29,78,1.96
Year_1,2,508,Site_2,Orchard_Block_3,CS,1,2,14.3,10.97,29.3,29.5,29.4,75,1.65
Year_1,3,509,Site_2,Orchard_Block_3,CS,1,2,14.3,9.71,28.6,28.6,29.2,75,1.52
Year_1,4,510,Site_2,Orchard_Block_3,CS,1,2,14.3,11.03,28.3,29,29.2,82,1.81
Year_1,5,511,Site_2,Orchard_Block_3,CS,1,2,14.3,11.69,30.6,31.1,31.2,75,1.7
Year_1,6,512,Site_2,Orchard_Block_3,CS,1,2,14.3,9.67,26.3,26.8,26.5,73,1.54
Year_1,7,513,Site_2,Orchard_Block_3,CS,1,2,14.3,10.31,28.2,28.5,28.9,68,1.64
Year_1,8,514,Site_2,Orchard_Block_3,CS,1,2,14.3,10.73,28.6,29,29.3,61,1.65
Year_1,9,515,Site_2,Orchard_Block_3,CS,1,2,14.3,12.73,30.5,30.6,30.8,67,2.15
Year_1,10,516,Site_2,Orchard_Block_3,CS,1,2,14.3,10.55,28.5,29.4,28.6,77,1.56
Year_1,1,517,Site_2,Orchard_Block_3,CS,2,3,23.8,13.29,31.8,32.5,32,53,1.87
Year_1,2,518,Site_2,Orchard_Block_3,CS,2,3,23.8,11.1,30.8,31.2,30.9,41,1.41
Year_1,3,519,Site_2,Orchard_Block_3,CS,2,3,23.8,10.92,27,27,27.4,81,1.6
Year_1,4,520,Site_2,Orchard_Block_3,CS,2,3,23.8,8.84,28.6,28.8,29.4,68,1.03
